Successful Private Members' Bills since 1983,,,,,,,,,,,,,,
[Note 1] [Note 2] [Note 3] [Note 4],,,,,,,,,,,,,,
Parliament number,Session number,Parliament,Session,Bill type,Title of bill as presented,Presented by,Presented by (sort name),MNIS Member ID,Member's party (1),Member's party (2),Member's constituency,Act title,Bill URL,Act URL
50,4,1987-92,1990-91  ,Presentation,Smoke Detectors Bill 1990/91,Conal Gregory,"Gregory, Conal",1142,Conservative,[z],York,Smoke Detectors Act 1991,[x],https://www.legislation.gov.uk/ukpga/1991/37
50,4,1987-92,1990-91  ,Presentation,Welfare of Animals at Slaughter Bill 1990/91,Richard Body,"Body, Richard",344,Conservative,[z],Holland with Boston,Welfare of Animals at Slaughter Act 1991,[x],https://www.legislation.gov.uk/ukpga/1991/30
50,4,1987-92,1990-91  ,Ballot,Badgers Bill 1990/91,Roy Hughes,"Hughes, Roy",1063,Labour,[z],Newport East,Badgers Act 1991,[x],https://www.legislation.gov.uk/ukpga/1991/36
50,4,1987-92,1990-91  ,Ballot,Children and Young Persons (Protection from Tobacco) Bill 1990/91,Andrew Faulds,"Faulds, Andrew",822,Labour,[z],Warley East,Children and Young Persons (Protection from Tobacco) Act 1991,[x],https://www.legislation.gov.uk/ukpga/1991/23
50,4,1987-92,1990-91  ,Ballot,Criminal Procedure (Insanity and Unfitness to Plead) Bill 1990/91,John Greenway,"Greenway, John",380,Conservative,[z],Ryedale,Criminal Procedure (Insanity and Unfitness to Plead) Act 1991,[x],https://www.legislation.gov.uk/ukpga/1991/25
50,4,1987-92,1990-91  ,Ballot,Crofter Forestry (Scotland) Bill 1990/91,Calum MacDonald,"MacDonald, Calum",641,Labour,[z],Western Isles,Crofter Forestry (Scotland) Act 1991,[x],https://www.legislation.gov.uk/ukpga/1991/18
50,4,1987-92,1990-91  ,Ballot,Local Government Finance (Publicity for Auditors' Reports) Bill 1990/91,Michael Mates,"Mates, Michael",49,Conservative,[z],East Hampshire,Local Government Finance (Publicity for Auditors' Reports) Act 1991,[x],https://www.legislation.gov.uk/ukpga/1991/15
50,4,1987-92,1990-91  ,Ballot,Motor Vehicles (Safety Equipment for Children) Bill 1990/91,Michael Jopling,"Jopling, Michael",883,Conservative,[z],Westmorland and Lonsdale,Motor Vehicles (Safety Equipment for Children) Act 1991,[x],https://www.legislation.gov.uk/ukpga/1991/14
50,4,1987-92,1990-91  ,Ballot,Estate Agents (Property Misdescriptions) Bill 1990/91,John Butcher,"Butcher, John",1123,Conservative,[z],Coventry South West,Property Misdescriptions Act 1991,[x],https://www.legislation.gov.uk/ukpga/1991/29
50,4,1987-92,1990-91  ,Ballot,Radioactive Material (Road Transport) Bill 1990/91,Dudley Fishburn,"Fishburn, Dudley",703,Conservative,[z],Kensington,Radioactive Material (Road Transport) Act 1991,[x],https://www.legislation.gov.uk/ukpga/1991/27
50,4,1987-92,1990-91  ,Ballot,Registered Homes (Amendment) Bill 1990/91,John Butterfill,"Butterfill, John",241,Conservative,[z],Bournemouth West,Registered Homes (Amendment) Act 1991,[x],https://www.legislation.gov.uk/ukpga/1991/20
50,4,1987-92,1990-91  ,Ballot,Road Traffic (Temporary Restrictions) Bill 1990/91,William Cash,"Cash, William",288,Conservative,[z],Stafford,Road Traffic (Temporary Restrictions) Act 1991,[x],https://www.legislation.gov.uk/ukpga/1991/40
50,4,1987-92,1990-91  ,Ballot,Wildlife and Countryside (Amendment) Bill 1990/91,Donald Coleman,"Coleman, Donald",723,Labour,[z],Neath,Wildlife and Countryside (Amendment) Act 1991,[x],https://www.legislation.gov.uk/ukpga/1991/39
50,4,1987-92,1990-91  ,Lords,Medical Qualifications (Amendment) Bill (HL) 1990/91,Lord McColl of Dulwich,"McColl of Dulwich, L.",1892,Conservative,[z],[z],Medical Qualifications (Amendment) Act 1991,[x],https://www.legislation.gov.uk/ukpga/1991/38
50,5,1987-92,1991-92  ,Presentation,Cheques Bill 1991/92,Conal Gregory,"Gregory, Conal",1142,Conservative,[z],York,Cheques Act 1992,[x],https://www.legislation.gov.uk/ukpga/1992/32
50,5,1987-92,1991-92  ,Presentation,Licensing (Amendment) (Scotland) Bill 1991/92,Bill Walker,"Walker, Bill",1262,Conservative,[z],North Tayside,Licensing (Amendment) (Scotland) Act 1992,[x],https://www.legislation.gov.uk/ukpga/1992/18
50,5,1987-92,1991-92  ,Ballot,Firearms (Amendment) Bill 1991/92,Michael Lord,"Lord, Michael",134,Conservative,[z],Central Suffolk,Firearms (Amendment) Act 1992,[x],https://www.legislation.gov.uk/ukpga/1992/31
50,5,1987-92,1991-92  ,Ballot,Medicinal Products:  Prescription by Nurses etc Bill 1991/92,Roger Sims,"Sims, Roger",1188,Conservative,[z],Chislehurst,Medicinal Products:  Prescription by Nurses etc Act 1992,[x],https://www.legislation.gov.uk/ukpga/1992/28
50,5,1987-92,1991-92  ,Ballot,Sea Fisheries (Wildlife Conservation) Bill 1991/92,Philip Oppenheim,"Oppenheim, Philip",928,Conservative,[z],Amber Valley,Sea Fisheries (Wildlife Conservation) Act 1992,[x],https://www.legislation.gov.uk/ukpga/1992/36
50,5,1987-92,1991-92  ,Ballot,Sexual Offences (Amendment) Bill 1991/92,Martin Brandon-Bravo,"Brandon-Bravo, Martin",759,Conservative,[z],Nottingham South,Sexual Offences (Amendment) Act 1992,[x],https://www.legislation.gov.uk/ukpga/1992/34
50,5,1987-92,1991-92  ,Ballot,Still-birth (Definition) Bill 1991/92,Rosie Barnes,"Barnes, Rosie",682,Independent Social Democratic Party,[z],Greenwich,Still-birth (Definition) Act 1992,[x],https://www.legislation.gov.uk/ukpga/1992/29
50,5,1987-92,1991-92  ,Ballot,Timeshare Bill 1991/92,Andrew Hunter,"Hunter, Andrew",48,Conservative,[z],Basingstoke,Timeshare Act 1992,[x],https://www.legislation.gov.uk/ukpga/1992/35
50,5,1987-92,1991-92  ,Ballot,Tourism (Overseas Promotion) (Wales) Bill 1991/92,Keith Raffan,"Raffan, Keith",1280,Conservative,[z],Delyn,Tourism (Overseas Promotion) (Wales) Act 1992,[x],https://www.legislation.gov.uk/ukpga/1992/26
50,5,1987-92,1991-92  ,Ballot,Traffic Calming Bill 1991/92,Keith Mans,"Mans, Keith",1273,Conservative,[z],Wyre,Traffic Calming Act 1992,[x],https://www.legislation.gov.uk/ukpga/1992/30
50,5,1987-92,1991-92  ,Lords,Access to Neighbouring Land Bill (HL) 1991/92,Lord Murton of Lindisfarne,"Murton of Lindisfarne, L.",1926,Conservative,[z],[z],Access to Neighbouring Land Act 1992,[x],https://www.legislation.gov.uk/ukpga/1992/23
50,5,1987-92,1991-92  ,Lords,Bingo Bill (HL) 1991/92,Lord Harmar-Nicholls,"Harmar-Nicholls, L.",2676,Conservative,[z],[z],Bingo Act 1992,[x],https://www.legislation.gov.uk/ukpga/1992/10
50,5,1987-92,1991-92  ,Lords,Offshore Safety (Protection against Victimisation) Bill (HL) 1991/92,Baroness Turner of Camden,"Turner of Camden, B.",1825,Labour,[z],[z],Offshore Safety (Protection against Victimisation) Act 1992,[x],https://www.legislation.gov.uk/ukpga/1992/24
51,1,1992-97,1992-93  ,Presentation,Carrying of Knives etc (Scotland) Bill 1992/93,Phil Gallie,"Gallie, Phil",1221,Conservative,[z],Ayr,Carrying of Knives etc (Scotland) Act 1993,[x],https://www.legislation.gov.uk/ukpga/1993/13
51,1,1992-97,1992-93  ,Presentation,Licensing (Amendment) (Scotland) Bill 1992/93,Phil Gallie,"Gallie, Phil",1221,Conservative,[z],Ayr,Licensing (Amendment) (Scotland) Act 1993,[x],https://www.legislation.gov.uk/ukpga/1993/20
51,1,1992-97,1992-93  ,Presentation,Protection of Animals (Scotland) Bill 1992/93,Bill Walker,"Walker, Bill",1262,Conservative,[z],North Tayside,Protection of Animals (Scotland) Act 1993,[x],https://www.legislation.gov.uk/ukpga/1993/15
51,1,1992-97,1992-93  ,Ten minute rule,Local Government (Amendment) Bill 1992/93,Neil Gerrard,"Gerrard, Neil",211,Labour,[z],Walthamstow,Local Government (Amendment) Act 1993,[x],https://www.legislation.gov.uk/ukpga/1993/27
51,1,1992-97,1992-93  ,Ballot,Local Government (Overseas Assistance) Bill 1992/93,Jim Lester,"Lester, Jim",903,Conservative,[z],Broxtowe,Local Government (Overseas Assistance) Act 1993,[x],https://www.legislation.gov.uk/ukpga/1993/25
51,1,1992-97,1992-93  ,Ballot,Merchant Shipping (Registrations etc) Bill 1992/93,Richard Page,"Page, Richard",70,Conservative,[z],South West Hertfordshire,"Merchant Shipping (Registration, Etc) Act 1993",[x],https://www.legislation.gov.uk/ukpga/1993/22
51,1,1992-97,1992-93  ,Ballot,Noise and Statutory Nuisance Bill 1992/93,Andrew Hunter,"Hunter, Andrew",48,Conservative,[z],Basingstoke,Noise and Statutory Nuisance Act 1993,[x],https://www.legislation.gov.uk/ukpga/1993/40
51,1,1992-97,1992-93  ,Ballot,Osteopaths Bill 1992/93,Malcolm Moss,"Moss, Malcolm",120,Conservative,[z],North East Cambridgeshire,Osteopaths Act 1993,[x],https://www.legislation.gov.uk/ukpga/1993/21
51,1,1992-97,1992-93  ,Ballot,Road Traffic (Driving Instruction by Disabled Persons) Bill 1992/93,John Hannam,"Hannam, John",729,Conservative,[z],Exeter,Road Traffic (Driving Instruction by Disabled Persons) Act 1993,[x],https://www.legislation.gov.uk/ukpga/1993/31
51,1,1992-97,1992-93  ,Ballot,Sexual Offences Bill 1992/93,Jerry Hayes,"Hayes, Jerry",1146,Conservative,[z],Harlow,Sexual Offences Act 1993,[x],https://www.legislation.gov.uk/ukpga/1993/30
51,1,1992-97,1992-93  ,Lords,Carriage of Goods by Sea Bill (HL) 1992/93,Lord Goff of Chieveley,"Goff of Chieveley, L.",2600,Crossbench,[z],[z],Carriage of Goods by Sea Act 1992,[x],https://www.legislation.gov.uk/ukpga/1992/50
51,1,1992-97,1992-93  ,Lords,Damages (Scotland) Bill (HL) 1992/93,Lord Macaulay of Bragar,"Macaulay of Bragar, L.",1896,Labour,[z],[z],Damages (Scotland) Act 1993,[x],https://www.legislation.gov.uk/ukpga/1993/5
51,1,1992-97,1992-93  ,Lords,Gas (Exempt Supplies) Bill (HL) 1992/93,Lord Cochrane of Cults,"Cochrane of Cults, L.",3412,Conservative,[z],[z],Gas (Exempt Supplies) Act 1993,[x],https://www.legislation.gov.uk/ukpga/1993/1
51,1,1992-97,1992-93  ,Lords,Sporting Events (Control of Alcohol etc) (Amendment) Bill (HL) 1992/93,Lord Dormand of Easington,"Dormand of Easington, L.",2700,Labour,[z],[z],Sporting Events (Control of Alcohol Etc) (Amendment) Act 1992,[x],https://www.legislation.gov.uk/ukpga/1992/57
51,1,1992-97,1992-93  ,Lords,Video Recordings Bill (HL) 1992/93,Lord Birkett,"Birkett, L.",3554,Crossbench,[z],[z],Video Recordings Act 1993,[x],https://www.legislation.gov.uk/ukpga/1993/24
51,2,1992-97,1993-94  ,Presentation,Firearms (Amendment) Bill 1993/94,Michael Shersby,"Shersby, Michael",666,Conservative,[z],Uxbridge,Firearms (Amendment) Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/31
51,2,1992-97,1993-94  ,Presentation,Marriage Bill 1993/94,Gyles Brandreth,"Brandreth, Gyles",760,Conservative,[z],City of Chester,Marriage Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/34
51,2,1992-97,1993-94  ,Ballot,Antarctic Bill 1993/94,Michael Jopling,"Jopling, Michael",883,Conservative,[z],Westmorland and Lonsdale,Antarctic Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/15
51,2,1992-97,1993-94  ,Ballot,Chiropractors Bill 1993/94,David Lidington,"Lidington, David",15,Conservative,[z],Aylesbury,Chiropractors Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/17
51,2,1992-97,1993-94  ,Ballot,Insolvency Bill 1993/94,John Butterfill,"Butterfill, John",241,Conservative,[z],Bournemouth West,Insolvency (No. 2) Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/12
51,2,1992-97,1993-94  ,Ballot,Merchant Shipping (Salvage and Pollution) Bill 1993/94,David Harris,"Harris, David",1143,Conservative,[z],St Ives,Merchant Shipping (Salvage and Pollution) Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/28
51,2,1992-97,1993-94  ,Ballot,Parliamentary Commissioner Bill 1993/94,Gerald Malone,"Malone, Gerald",1272,Conservative,[z],Winchester,Parliamentary Commissioner Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/14
51,2,1992-97,1993-94  ,Ballot,Race Relations (Remedies) Bill 1993/94,Keith Vaz,"Vaz, Keith",338,Labour,[z],Leicester East,Race Relations (Remedies) Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/10
51,2,1992-97,1993-94  ,Ballot,Road Traffic Regulation (Special Events) Bill 1993/94,Peter Atkinson,"Atkinson, Peter",515,Conservative,[z],Hexham,Road Traffic Regulation (Special Events) Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/11
51,2,1992-97,1993-94  ,Ballot,Sale and Supply of Goods Bill 1993/94,David Clelland,"Clelland, David",528,Labour,[z],Tyne Bridge,Sale and Supply of Goods Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/35
51,2,1992-97,1993-94  ,Lords,Inshore Fishing (Scotland) Bill (HL) 1993/94,Lord Campbell of Croy,"Campbell of Croy, L.",3297,Conservative,[z],[z],Inshore Fishing (Scotland) Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/27
51,2,1992-97,1993-94  ,Lords,Land Drainage Bill (HL) 1993/94,Earl of Lindsay,"Lindsay, E. ",2059,Conservative,[z],[z],Land Drainage Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/25
51,2,1992-97,1993-94  ,Lords,Mental Health (Amendment) Bill (HL) 1993/94,Lord Jenkin of Roding,"Jenkin of Roding, L.",1097,Conservative,[z],[z],Mental Health (Amendment) Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/6
51,2,1992-97,1993-94  ,Lords,New Towns (Amendment) Bill (HL) 1993/94,Lord Finsberg,"Finsberg, L.",2933,Conservative,[z],[z],New Towns (Amendment) Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/5
51,2,1992-97,1993-94  ,Lords,Sale of Goods (Amendment) Bill (HL) 1993/94,Lord Renton,"Renton, L.",3232,Conservative,[z],[z],Sale of Goods (Amendment) Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/32
51,2,1992-97,1993-94  ,Lords,State Hospitals (Scotland) Bill (HL) 1993/94,Marquess of Huntly,"Huntly, M.",2021,Conservative,[z],[z],State Hospitals (Scotland) Act 1994,[x],https://www.legislation.gov.uk/ukpga/1994/16
51,3,1992-97,1994-95  ,Presentation,National Health Service (Amendment) Bill 1994/95,John Austin-Walker,"Austin-Walker, John",168,Labour,[z],Woolwich,National Health Service (Amendment) Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/31
51,3,1992-97,1994-95  ,Ten minute rule,Building Societies (Joint Account Holders) Bill 1994/95,Douglas French,"French, Douglas",1160,Conservative,[z],Gloucester,Building Societies (Joint Account Holders) Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/5
51,3,1992-97,1994-95  ,Ten minute rule,Land Registers (Scotland) Bill 1994/95,Bill Walker,"Walker, Bill",1262,Conservative,[z],North Tayside,Land Registers (Scotland) Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/14
51,3,1992-97,1994-95  ,Ten minute rule,Landlord and Tenant (Covenants) Bill 1994/95,Peter Thurnham,"Thurnham, Peter",954,Liberal Democrat,[z],Bolton North East,Landlord and Tenant (Covenants) Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/30
51,3,1992-97,1994-95  ,Ballot,Activity Centres (Young Persons' Safety) Bill 1994/95,David Jamieson ,"Jamieson, David",232,Labour,[z],"Plymouth, Devonport",Activity Centres (Young Persons' Safety) Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/15
51,3,1992-97,1994-95  ,Ballot,Carers (Recognition and Services) Bill 1994/95,Malcolm Wicks ,"Wicks, Malcolm",156,Labour,[z],Croydon North,Carers (Recognition and Services) Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/12
51,3,1992-97,1994-95  ,Ballot,Charities (Amendment) Bill 1994/95,Ray Whitney ,"Whitney, Ray",21,Conservative,[z],Wycombe,Charities (Amendment) Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/48
51,3,1992-97,1994-95  ,Ballot,Home Energy Conservation Bill 1994/95,Diana Maddock ,"Maddock, Diana",685,Liberal Democrat,[z],Christchurch,Home Energy Conservation Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/10
51,3,1992-97,1994-95  ,Ballot,Insurance Companies (Reserves) Bill 1994/95,Oliver Heald ,"Heald, Oliver",69,Conservative,[z],North Hertfordshire,Insurance Companies (Reserves) Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/29
51,3,1992-97,1994-95  ,Ballot,Olympic Symbol etc (Protection) Bill 1994/95,Nicholas Winterton ,"Winterton, Nicholas",430,Conservative,[z],Macclesfield,Olympic Symbol etc (Protection) Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/32
51,3,1992-97,1994-95  ,Ballot,Prisoners (Return to Custody) Bill 1994/95,Lady Olga Maitland ,"Maitland, Lady Olga",1219,Conservative,[z],Sutton and Cheam,Prisoners (Return to Custody) Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/16
51,3,1992-97,1994-95  ,Ballot,Proceeds of Crime Bill 1994/95,John Hannam ,"Hannam, John",729,Conservative,[z],Exeter,Proceeds of Crime Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/11
51,3,1992-97,1994-95  ,Ballot,Road Traffic (New Drivers) Bill 1994/95,Michael Clark ,"Clark, Michael",41,Conservative,[z],Rochford,Road Traffic (New Drivers) Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/13
51,3,1992-97,1994-95  ,Lords,Civil Evidence (Family Mediation) (Scotland) Bill (HL) 1994/95,Baroness Carnegy of Lour,"Carnegy of Lour, B.",3289,Conservative,[z],[z],Civil Evidence (Family Mediation) (Scotland) Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/6
51,3,1992-97,1994-95,Lords,Geneva Conventions (Amendment) Bill (HL) 1994/95,Lord Archer of Weston-Super-Mare,"Archer of Weston-Super-Mare, L.",1612,Non-affiliated,[z],[z],Geneva Conventions (Amendment) Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/27
51,3,1992-97,1994-95  ,Lords,Requirements of Writing (Scotland) Bill (HL) 1994/95,Earl of Balfour,"Balfour, E.",3437,Conservative,[z],[z],Requirements of Writing (Scotland) Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/7
51,3,1992-97,1994-95  ,Lords,Sale of Goods (Amendment) Bill (HL) 1994/95,Lord Mustill,"Mustill, L.",1925,Crossbench,[z],[z],Sale of Goods (Amendment) Act 1995,[x],https://www.legislation.gov.uk/ukpga/1995/28
51,4,1992-97,1995-96  ,Presentation,Marriage Ceremony (Prescribed Words) Bill 1995/96,Julian Brazier,"Brazier, Julian",77,Conservative,[z],Canterbury,Marriage Ceremony (Prescribed Words) Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/34
51,4,1992-97,1995-96  ,Ten minute rule,Public Order (Amendment) Bill 1995/96,Estelle Morris,"Morris, Estelle",305,Labour,[z],"Birmingham, Yardley",Public Order (Amendment) Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/59
51,4,1992-97,1995-96  ,Ballot,Dogs (Fouling of Land) Bill 1995/96,Andrew Hunter ,"Hunter, Andrew",48,Conservative,[z],Basingstoke,Dogs (Fouling of Land) Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/20
51,4,1992-97,1995-96  ,Ballot,Energy Conservation Bill 1995/96,Alan Simpson ,"Simpson, Alan",365,Labour,[z],Nottingham South,Energy Conservation Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/38
51,4,1992-97,1995-96  ,Ballot,Law Reform (Year and a Day Rule) Bill 1995/96,Doug Hoyle ,"Hoyle, Doug",1000,Labour,[z],Warrington North,Law Reform (Year and a Day Rule) Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/19
51,4,1992-97,1995-96  ,Ballot,Noise Bill 1995/96,Harry Greenway ,"Greenway, Harry",1129,Conservative,[z],Ealing North,Noise Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/37
51,4,1992-97,1995-96  ,Ballot,Non-domestic Rating (Information) Bill 1995/96,Allan Stewart ,"Stewart, Allan",1239,Conservative,[z],Eastwood,Non-domestic Rating (Information) Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/13
51,4,1992-97,1995-96  ,Ballot,Offensive Weapons Bill 1995/96,Lady Olga Maitland ,"Maitland, Lady Olga",1219,Conservative,[z],Sutton and Cheam,Offensive Weapons Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/26
51,4,1992-97,1995-96  ,Ballot,Prisoners' Earnings Bill 1995/96,Hartley Booth ,"Booth, Hartley",1092,Conservative,[z],Finchley,Prisoners' Earnings Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/33
51,4,1992-97,1995-96  ,Ballot,Railway Heritage Bill 1995/96,Mark Robinson ,"Robinson, Mark",1154,Conservative,[z],Somerton and Frome,Railway Heritage Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/42
51,4,1992-97,1995-96  ,Ballot,Sexual Offences (Conspiracy and Incitement) Bill 1995/96,John Marshall ,"Marshall, John",1204,Conservative,[z],Hendon South,Sexual Offences (Conspiracy and Incitement) Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/29
51,4,1992-97,1995-96  ,Ballot,Trading Schemes Bill 1995/96,Nicholas Scott ,"Scott, Nicholas",1229,Conservative,[z],Chelsea,Trading Schemes Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/32
51,4,1992-97,1995-96  ,Ballot,Treasure Bill 1995/96,Anthony Grant ,"Grant, Anthony",1019,Conservative,[z],South West Cambridgeshire,Treasure Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/24
51,4,1992-97,1995-96  ,Ballot,Wild Mammals (Protection) Bill 1995/96,Alan Meale ,"Meale, Alan",361,Labour,[z],Mansfield,Wild Mammals (Protection) Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/3
51,4,1992-97,1995-96  ,Lords,Civil Aviation (Amendment) Bill (HL) 1995/96,Lord Brabazon of Tara,"Brabazon of Tara, L.",3493,Conservative,[z],[z],Civil Aviation (Amendment) Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/39
51,4,1992-97,1995-96  ,Lords,Hong Kong (War Wives and Widows) (No. 2) Bill (HL) 1995/96,Lord Willoughby de Broke,"Willoughby de Broke, L.",1775,Conservative,[z],[z],Hong Kong (War Wives and Widows) Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/41
51,4,1992-97,1995-96  ,Lords,Party Wall Bill (HL) 1995/96,Earl of Lytton,"Lytton, E.",1864,Crossbench,[z],[z],Party Wall etc Act 1996,[x],https://www.legislation.gov.uk/ukpga/1996/40
51,5,1992-97,1996-97  ,Ten minute rule,Building Societies (Distributions) Bill 1996/97,Douglas French,"French, Douglas",1160,Conservative,[z],Gloucester,Building Societies (Distributions) Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/41
51,5,1992-97,1996-97  ,Ballot,Confiscation of Alcohol (Young Persons) Bill 1996/97,Bob Spink ,"Spink, Bob",1214,Conservative,[z],Castle Point,Confiscation of Alcohol (Young Persons) Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/33
51,5,1992-97,1996-97  ,Ballot,Criminal Evidence (Amendment) Bill 1996/97,Nigel Evans ,"Evans, Nigel",474,Conservative,[z],Ribble Valley,Criminal Evidence (Amendment) Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/17
51,5,1992-97,1996-97  ,Ballot,Knives Bill 1996/97,Jimmy Wray ,"Wray, Jimmy",606,Labour,[z],"Glasgow, Baillieston",Knives Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/21
51,5,1992-97,1996-97  ,Ballot,Local Government (Gaelic Names) (Scotland) Bill 1996/97,Tommy Graham ,"Graham, Tommy",640,Labour,[z],Renfrew West and Inverclyde,Local Government (Gaelic Names) (Scotland) Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/6
51,5,1992-97,1996-97  ,Ballot,Pharmacists (Fitness to Practise) Bill 1996/97,Michael Shersby ,"Shersby, Michael",666,Conservative,[z],Uxbridge,Pharmacists (Fitness to Practise) Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/19
51,5,1992-97,1996-97  ,Ballot,Police (Health and Safety) Bill 1996/97,Ray Whitney ,"Whitney, Ray",21,Conservative,[z],Wycombe,Police (Health and Safety) Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/42
51,5,1992-97,1996-97  ,Ballot,Police (Property) Bill 1996/97,David Evennett ,"Evennett, David",1198,Conservative,[z],Erith and Crayford,Police (Property) Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/30
51,5,1992-97,1996-97  ,Ballot,Policyholders Protection Bill 1996/97,John Butterfill ,"Butterfill, John",241,Conservative,[z],Bournemouth West,Policyholders Protection Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/18
51,5,1992-97,1996-97  ,Ballot,Prisons (Alcohol Testing) Bill 1996/97,John Ward ,"Ward, John",1253,Conservative,[z],Poole,Prisons (Alcohol Testing) Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/38
51,5,1992-97,1996-97  ,Ballot,Public Entertainments Licences (Drug Misuse) Bill 1996/97,Barry Legg ,"Legg, Barry",901,Conservative,[z],Milton Keynes South West,Public Entertainments Licences (Drug Misuse) Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/49
51,5,1992-97,1996-97  ,Ballot,Road Traffic Reduction Bill 1996/97,Don Foster ,"Foster, Don",214,Liberal Democrat,[z],Bath,Road Traffic Reduction Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/54
51,5,1992-97,1996-97  ,Ballot,Sexual Offences (Protected Material) Bill 1996/97,Robert Hughes ,"Hughes, Robert",980,Conservative,[z],Harrow West,Sexual Offences (Protected Material) Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/39
51,5,1992-97,1996-97  ,Ballot,Telecommunications (Fraud) Bill 1996/97,Ian Bruce ,"Bruce, Ian",246,Conservative,[z],South Dorset,Telecommunications (Fraud) Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/4
51,5,1992-97,1996-97  ,Ballot,United Nations Personnel Bill 1996/97,John Marshall ,"Marshall, John",1204,Conservative,[z],Hendon South,United Nations Personnel Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/13
51,5,1992-97,1996-97  ,Lords,British Nationality (Hong Kong) Bill (HL) 1996/97,Lord Willoughby de Broke,"Willoughby de Broke, L.",1775,Conservative,[z],[z],British Nationality (Hong Kong) Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/20
51,5,1992-97,1996-97  ,Lords,Dangerous Dogs (Amendment) Bill (HL) 1996/97,Viscount Falkland,"Falkland, V.",2756,Liberal Democrat,[z],[z],Dangerous Dogs (Amendment) Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/53
51,5,1992-97,1996-97  ,Lords,Horserace Totalisator Board Bill (HL) 1996/97,Lord Kimball,"Kimball, L.",890,Conservative,[z],[z],Horserace Totalisator Board Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/1
51,5,1992-97,1996-97  ,Lords,Land Registration Bill (HL) 1996/97,Lord Browne-Wilkinson,"Browne-Wilkinson, L.",3327,Crossbench,[z],[z],Land Registration Act 1997,[x],https://www.legislation.gov.uk/ukpga/1997/2
