Successful Private Members' Bills since 1983,,,,,,,,,,,,,,
[Note 1] [Note 2] [Note 3] [Note 4],,,,,,,,,,,,,,
Parliament number,Session number,Parliament,Session,Bill type,Title of bill as presented,Presented by,Presented by (sort name),MNIS Member ID,Member's party (1),Member's party (2),Member's constituency,Act title,Bill URL,Act URL
55,2,2010-15,2012-13  ,Ballot,Marine Navigation (No. 2) Bill 2012-13,Sheryll Murray,"Murray, Sheryll",4100,Conservative,[z],South East Cornwall,Marine Navigation Act 2013,https://bills.parliament.uk/bills/1045/publications,https://www.legislation.gov.uk/ukpga/2013/23
55,3,2010-15,2013-14  ,Presentation,Leasehold Reform (Amendment) Bill 2013-14,Philip Hollobone,"Hollobone, Philip",1537,Conservative,[z],Kettering,Leasehold Reform (Amendment) Act 2014,https://bills.parliament.uk/bills/1235/publications,https://www.legislation.gov.uk/ukpga/2014/10
55,3,2010-15,2013-14  ,Ballot,International Development (Gender Equality) Bill 2013-14,William Cash,"Cash, William",288,Conservative,[z],Stone,International Development (Gender Equality) Act 2014,https://bills.parliament.uk/bills/1218/publications,https://www.legislation.gov.uk/ukpga/2014/9
55,3,2010-15,2013-14  ,Ballot,House of Lords Reform (No. 2) Bill 2013-14,Dan Byles,"Byles, Dan",4112,Conservative,[z],North Warwickshire,House of Lords Reform Act 2014,https://bills.parliament.uk/bills/1206/publications,https://www.legislation.gov.uk/ukpga/2014/24
55,3,2010-15,2013-14  ,Ballot,Deep Sea Mining Bill 2013-14,Sheryll Murray,"Murray, Sheryll",4100,Conservative,[z],South East Cornwall,Deep Sea Mining Act 2014,https://bills.parliament.uk/bills/1205/publications,https://www.legislation.gov.uk/ukpga/2014/15
55,3,2010-15,2013-14  ,Ballot,Citizenship (Armed Forces) Bill 2013-14,Jonathan Lord,"Lord, Jonathan",4090,Conservative,[z],Woking,Citizenship (Armed Forces) Act 2014,https://bills.parliament.uk/bills/1204/publications,https://www.legislation.gov.uk/ukpga/2014/8
55,4,2010-15,2014-15  ,Lords,Mutuals' Redeemable and Deferred Shares Bill (HL) 2014-15,Lord Naseby,"Naseby, L.",1251,Conservative,[z],[z],Mutuals' Deferred Shares Act 2015,https://bills.parliament.uk/bills/1380/publications,https://www.legislation.gov.uk/ukpga/2015/13
55,4,2010-15,2014-15  ,Lords,House of Lords (Expulsion and Suspension) Bill (HL) 2014-15,"Baroness Hayman
","Hayman, B.",1649,Crossbench,[z],[z],House of Lords (Expulsion and Suspension) Act 2015,https://bills.parliament.uk/bills/1382/publications,https://www.legislation.gov.uk/ukpga/2015/14
55,4,2010-15,2014-15  ,Ten minute rule,Specialist Printing Equipment and Materials (Offences) Bill 2014-15,David Amess,"Amess, David",44,Conservative,[z],Southend West,Specialist Printing Equipment and Materials (Offences) Act 2015,https://bills.parliament.uk/bills/1498/publications,https://www.legislation.gov.uk/ukpga/2015/16
55,4,2010-15,2014-15  ,Ballot,Health Service Commissioner for England (Complaint Handling) Bill 2014-15,David Davis,"Davis, David",373,Conservative,[z],Haltemprice and Howden,Health Service Commissioner for England (Complaint Handling) Act 2015,https://bills.parliament.uk/bills/1430/publications,https://www.legislation.gov.uk/ukpga/2015/29
55,4,2010-15,2014-15  ,Ballot,Local Government (Religious etc Observances) Bill 2014-15,Jake Berry,"Berry, Jake",4060,Conservative,[z],Rossendale and Darwen,Local Government (Religious etc Observances) Act 2015,https://bills.parliament.uk/bills/1420/publications,https://www.legislation.gov.uk/ukpga/2015/27
55,4,2010-15,2014-15  ,Ballot,Local Government (Review of Decisions) Bill 2014-15,Mark Spencer,"Spencer, Mark",4055,Conservative,[z],Sherwood,Local Government (Review of Decisions) Act 2015,https://bills.parliament.uk/bills/1429/publications,https://www.legislation.gov.uk/ukpga/2015/22
55,4,2010-15,2014-15  ,Ballot,Control of Horses Bill 2014-15,Julian Sturdy,"Sturdy, Julian",4079,Conservative,[z],York Outer,Control of Horses Act 2015,https://bills.parliament.uk/bills/1427/publications,https://www.legislation.gov.uk/ukpga/2015/23
55,4,2010-15,2014-15  ,Ballot,Health and Social Care (Safety and Quality) Bill 2014-15,Jeremy Lefroy,"Lefroy, Jeremy",4109,Conservative,[z],Stafford,Health and Social Care (Safety and Quality) Act 2015,https://bills.parliament.uk/bills/1419/publications,https://www.legislation.gov.uk/ukpga/2015/28
55,4,2010-15,2014-15  ,Ballot,Self-build and Custom Housebuilding Bill 2014-15,Richard Bacon,"Bacon, Richard",1451,Conservative,[z],South Norfolk,Self-build and Custom Housebuilding Act 2015,https://bills.parliament.uk/bills/1415/publications,https://www.legislation.gov.uk/ukpga/2015/17
55,4,2010-15,2014-15  ,Ballot,International Development (Official Development Assistance Target) Bill 2014-15,Michael Moore,"Moore, Michael",638,Liberal Democrat,[z],"Berwickshire, Roxburgh and Selkirk",International Development (Official Development Assistance Target) Act 2015,https://bills.parliament.uk/bills/1413/publications,https://www.legislation.gov.uk/ukpga/2015/12
56,1,2015-17,2015-16  ,Ten minute rule,House of Commons (Administration) Bill 2015-16,Paul Beresford,"Beresford, Paul ",103,Conservative,[z],Mole Valley,House of Commons Members' Fund Act 2016,https://bills.parliament.uk/bills/1711/publications,https://www.legislation.gov.uk/ukpga/2016/18
56,1,2015-17,2015-16  ,Ten minute rule,Driving Instructors (Registration) Bill 2015-16,David Amess,"Amess, David",44,Conservative,[z],Southend West,Driving Instructors (Registration) Act 2016,https://bills.parliament.uk/bills/1739/publications,https://www.legislation.gov.uk/ukpga/2016/16
56,1,2015-17,2015-16  ,Ballot,Criminal Cases Review Commission (Information) Bill 2015-16,William Wragg ,"Wragg, William ",4429,Conservative,[z],Hazel Grove,Criminal Cases Review Commission (Information) Act 2016,https://bills.parliament.uk/bills/1644/publications,https://www.legislation.gov.uk/ukpga/2016/17
56,1,2015-17,2015-16  ,Ballot,Riot Compensation Bill 2015-16,Mike Wood,"Wood, Mike",4384,Conservative,[z],Dudley South ,Riot Compensation Act 2016,https://bills.parliament.uk/bills/1637/publications,https://www.legislation.gov.uk/ukpga/2016/8
56,1,2015-17,2015-16  ,Ballot,NHS (Charitable Trusts etc) Bill 2015-16,Wendy Morton,"Morton, Wendy",4358,Conservative,[z],Aldridge-Brownhills,NHS (Charitable Trusts etc) Act 2016,https://bills.parliament.uk/bills/1635/publications,https://www.legislation.gov.uk/ukpga/2016/10
56,1,2015-17,2015-16  ,Ballot,Access to Medical Treatments (Innovation) Bill 2015-16,Chris Heaton-Harris,"Heaton-Harris, Chris",3977,Conservative,[z],Daventry,Access to Medical Treatments (Innovation) Act 2016,https://bills.parliament.uk/bills/1632/publications,https://www.legislation.gov.uk/ukpga/2016/9
56,2,2015-17,2016-17  ,Ten minute rule,Guardianship (Missing Persons) Bill 2016-17,Kevin Hollinrake,"Hollinrake, Kevin ",4474,Conservative,[z],Thirsk and Malton ,Guardianship (Missing Persons) Act 2017 ,https://bills.parliament.uk/bills/1945/publications,https://www.legislation.gov.uk/ukpga/2017/27
56,2,2015-17,2016-17  ,Ballot,Farriers (Registration) Bill 2016-17,Byron Davies,"Davies, Byron",4499,Conservative,[z],Gower,Farriers (Registration) Act 2017 ,https://bills.parliament.uk/bills/1849/publications,https://www.legislation.gov.uk/ukpga/2017/28
56,2,2015-17,2016-17  ,Ballot,Homelessness Reduction Bill 2016-17,Bob Blackman ,"Blackman, Bob",4005,Conservative,[z],Harrow East,Homelessness Reduction Act 2017 ,https://bills.parliament.uk/bills/1838/publications,https://www.legislation.gov.uk/ukpga/2017/13
56,2,2015-17,2016-17  ,Ballot,Merchant Shipping (Homosexual Conduct) Bill 2016-17,John Glen,"Glen, John",4051,Conservative,[z],Salisbury,Merchant Shipping (Homosexual Conduct) Act 2017 ,https://bills.parliament.uk/bills/1855/publications,https://www.legislation.gov.uk/ukpga/2017/26
56,2,2015-17,2016-17  ,Ballot,Parking Places (Variation of Charges) Bill 2016-17,David Tredinnick,"Tredinnick, David",335,Conservative,[z],Bosworth,Parking Places (Variation of Charges) Act 2017 ,https://bills.parliament.uk/bills/1850/publications,https://www.legislation.gov.uk/ukpga/2017/11
56,2,2015-17,2016-17  ,Ballot,Preventing and Combating Violence against Women and Domestic Violence (Ratification of Convention) Bill 2016-17,Eilidh Whiteford,"Whiteford, Eilidh",3911,Scottish National Party,[z],Banff and Buchan,Preventing and Combating Violence Against Women and Domestic Violence (Ratification of Convention) Act 2017 ,https://bills.parliament.uk/bills/1954/publications,https://www.legislation.gov.uk/ukpga/2017/18
56,2,2015-17,2016-17  ,Presentation,Broadcasting (Radio Multiplex Services) Bill 2016-17,Kevin Foster,"Foster, Kevin",4451,Conservative,[z],Torbay,Broadcasting (Radio Multiplex Services) Act 2017 ,https://bills.parliament.uk/bills/1861/publications,https://www.legislation.gov.uk/ukpga/2017/12
56,2,2015-17,2016-17  ,Presentation,Local Audit (Public Access to Documents) Bill 2016-17,Wendy Morton,"Morton, Wendy",4358,Conservative,[z],Aldridge-Brownhills ,Local Audit (Public Access to Documents) Act 2017 ,https://bills.parliament.uk/bills/1864/publications,https://www.legislation.gov.uk/ukpga/2017/25
57,1,2017-19,2017-19,Ballot,Assaults on Emergency Workers (Offences) Bill 2017-19,Chris Bryant,"Bryant, Chris",1446,Labour,[z],Rhondda,Assaults on Emergency Workers (Offences) Act 2018,https://bills.parliament.uk/bills/2058/publications,https://www.legislation.gov.uk/ukpga/2018/23
57,1,2017-19,2017-19,Ballot,Mental Health Units (Use of Force) Bill 2017-19,Steve Reed,"Reed, Steve",4268,Labour,Co-operative Party,Croydon North,Mental Health Units (Use of Force) Act 2018,https://bills.parliament.uk/bills/2059/publications,https://www.legislation.gov.uk/ukpga/2018/27
57,1,2017-19,2017-19,Ballot,Homes (Fitness for Human Habitation and Liability for Housing Standards) Bill 2017-19,Karen Buck,"Buck, Karen",199,Labour,[z],Westminster North,Homes (Fitness for Human Habitation) Act 2018,https://bills.parliament.uk/bills/2062/publications,https://www.legislation.gov.uk/ukpga/2018/34
57,1,2017-19,2017-19,Ballot,"Civil Partnerships, Marriages and Deaths (Registration etc) Bill 2017-19",Tim Loughton,"Loughton, Tim",114,Conservative,[z],East Worthing and Shoreham,"Civil Partnerships, Marriages and Deaths (Registration etc) Act 2019",https://bills.parliament.uk/bills/2063/publications,https://www.legislation.gov.uk/ukpga/2019/12
57,1,2017-19,2017-19,Ballot,Organ Donation (Deemed Consent) Bill 2017-19,Geoffrey Robinson,"Robinson, Geoffrey",307,Labour,[z],Coventry North West,Organ Donation (Deemed Consent) Act 2019,https://bills.parliament.uk/bills/2071/publications,https://www.legislation.gov.uk/ukpga/2019/7
57,1,2017-19,2017-19,Ballot,Parental Bereavement (Leave and Pay) Bill 2017-19,Kevin Hollinrake,"Hollinrake, Kevin ",4474,Conservative,[z],Thirsk and Malton,Parental Bereavement (Leave and Pay) Act 2018,https://bills.parliament.uk/bills/2073/publications,https://www.legislation.gov.uk/ukpga/2018/24
57,1,2017-19,2017-19,Ballot,Parking (Code of Practice) Bill 2017-19,Greg Knight,"Knight, Greg",1200,Conservative,[z],East Yorkshire,Parking (Code of Practice) Act 2019,https://bills.parliament.uk/bills/2076/publications,https://www.legislation.gov.uk/ukpga/2019/8
57,1,2017-19,2017-19,Ballot,Prisons (Interference with Wireless Telegraphy) Bill 2017-19,Maria Caulfield,"Caulfield, Maria",4492,Conservative,[z],Lewes,Prisons (Interference with Wireless Telegraphy) Act 2018,https://bills.parliament.uk/bills/2060/publications,https://www.legislation.gov.uk/ukpga/2018/32
57,1,2017-19,2017-19,Ballot,Stalking Protection Bill 2017-19,Sarah Wollaston,"Wollaston, Sarah",4073,Conservative,[z],Totnes,Stalking Protection Act 2019,https://bills.parliament.uk/bills/2064/publications,https://www.legislation.gov.uk/ukpga/2019/9
57,1,2017-19,2017-19,Presentation,European Union (Withdrawal) (No. 5) Bill 2017-19,Yvette Cooper,"Cooper, Yvette",420,Labour,[z],"Normanton, Pontefract and Castleford",European Union (Withdrawal) Act 2019,https://bills.parliament.uk/bills/2381/publications,https://www.legislation.gov.uk/ukpga/2019/16
57,1,2017-19,2017-19,Presentation,European Union (Withdrawal) (No. 6) Bill 2017-19,Hilary Benn,"Benn, Hilary",413,Labour,[z],Leeds Central,European Union (Withdrawal) (No. 2) Act 2019,https://bills.parliament.uk/bills/2454/publications,https://www.legislation.gov.uk/ukpga/2019/26
57,1,2017-19,2017-19,Presentation,Animal Welfare (Service Animals) Bill 2017-19,Oliver Heald,"Heald, Oliver",69,Conservative,[z],North East Hertfordshire,Animal Welfare (Service Animals) Act 2019,https://bills.parliament.uk/bills/2261/publications,https://www.legislation.gov.uk/ukpga/2019/15
57,1,2017-19,2017-19,Presentation,Health and Social Care (National Data Guardian) Bill 2017-19,Peter Bone,"Bone, Peter",1581,Conservative,[z],Wellingborough,Health and Social Care (National Data Guardian) Act 2018,https://bills.parliament.uk/bills/2145/publications,https://www.legislation.gov.uk/ukpga/2018/31
57,1,2017-19,2017-19,Lords,Children Act 1989 (Amendment) (Female Genital Mutilation) Bill (HL) 2017-19,Lord Berkeley of Knighton,"Berkeley of Knighton, L.",4276,Crossbench,[z],[z],Children Act 1989 (Amendment) (Female Genital Mutilation) Act 2019,https://bills.parliament.uk/bills/2020/publications,https://www.legislation.gov.uk/ukpga/2019/10
57,1,2017-19,2017-19,Ten minute rule,Holocaust (Return of Cultural Objects) (Amendment) Bill 2017-19,Theresa Villiers,"Villiers, Theresa ",1500,Conservative,[z],Chipping Barnet,Holocaust (Return of Cultural Objects) (Amendment) Act 2019,https://bills.parliament.uk/bills/2226/publications,https://www.legislation.gov.uk/ukpga/2019/20
58,1,2019-24,2019-21,Ballot,Animal Welfare (Sentencing) Bill 2019-21,Chris Loder,"Loder, Chris",4751,Conservative,[z],West Dorset,Animal Welfare (Sentencing) Act 2021,https://bills.parliament.uk/bills/2622/publications,https://www.legislation.gov.uk/ukpga/2021/21
58,1,2019-24,2019-21,Ballot,Prisons (Substance Testing) Bill 2019-21,Cheryl Gillan,"Gillan, Cheryl ",18,Conservative,[z],Chesham and Amersham,Prisons (Substance Testing) Act 2021,https://bills.parliament.uk/bills/2626/publications,https://www.legislation.gov.uk/ukpga/2021/18
58,1,2019-24,2019-21,Ballot,Botulinum Toxin and Cosmetic Fillers (Children) Bill 2019-21,Laura Trott,"Trott, Laura",4780,Conservative,[z],Sevenoaks,Botulinum Toxin and Cosmetic Fillers (Children) Act 2021,https://bills.parliament.uk/bills/2620/publications,https://www.legislation.gov.uk/ukpga/2021/19
58,1,2019-24,2019-21,Ballot,Forensic Science Regulator and Biometrics Strategy Bill 2019-21,Darren Jones,"Jones, Darren",4621,Labour,[z],Bristol North West,Forensic Science Regulator Act 2021,https://bills.parliament.uk/bills/2616/publications,https://www.legislation.gov.uk/ukpga/2021/14
58,1,2019-24,2019-21,Ballot,Education and Training (Welfare of Children) Bill 2019-21,Mary Kelly Foy,"Foy, Mary Kelly ",4753,Labour,[z],City of Durham,Education and Training (Welfare of Children) Act 2021,https://bills.parliament.uk/bills/2633/publications,https://www.legislation.gov.uk/ukpga/2021/16
58,1,2019-24,2019-21,Ballot,British Library Board (Power to Borrow) Bill 2019-21,Bim Afolami,"Afolami, Bim ",4639,Conservative,[z],Hitchin and Harpenden,British Library Board (Power to Borrow) Act 2021,https://bills.parliament.uk/bills/2629/publications,https://www.legislation.gov.uk/ukpga/2021/15
58,1,2019-24,2019-21,Ballot,Education (Guidance about Costs of School Uniforms) Bill 2019-21,Mike Amesbury,"Amesbury, Mike ",4667,Labour,[z],Weaver Vale,Education (Guidance about Costs of School Uniforms) Act 2021,https://bills.parliament.uk/bills/2615/publications,https://www.legislation.gov.uk/ukpga/2021/20
58,2,2019-24,2021-22,Ballot,Education (Careers Guidance in Schools) Bill 2021-22,Mark Jenkinson,"Jenkinson, Mark",4752,Conservative,[z],Workington,Education (Careers Guidance in Schools) Act 2022,https://bills.parliament.uk/bills/2895/publications,https://www.legislation.gov.uk/ukpga/2022/13
58,2,2019-24,2021-22,Ballot,Down Syndrome Bill 2021-22,Liam Fox,"Fox, Liam",223,Conservative,[z],North Somerset,Down Syndrome Act 2022,https://bills.parliament.uk/bills/2899/publications,https://www.legislation.gov.uk/ukpga/2022/18
58,2,2019-24,2021-22,Ballot,Marriage and Civil Partnership (Minimum Age) Bill 2021-22,Sajid Javid,"Javid, Sajid",3945,Conservative,[z],Bromsgrove,Marriage and Civil Partnership (Minimum Age) Act 2022,https://bills.parliament.uk/bills/2900/publications,https://www.legislation.gov.uk/ukpga/2022/28
58,2,2019-24,2021-22,Ballot,Taxis and Private Hire Vehicles (Safeguarding and Road Safety) Bill 2021-22,Peter Gibson,"Gibson, Peter",4754,Conservative,[z],Darlington,Taxis and Private Hire Vehicles (Safeguarding and Road Safety) Act 2022,https://bills.parliament.uk/bills/2904/publications,https://www.legislation.gov.uk/ukpga/2022/14
58,2,2019-24,2021-22,Ballot,Cultural Objects (Protection from Seizure) Bill 2021-22,Mel Stride,"Stride, Mel",3935,Conservative,[z],Central Devon,Cultural Objects (Protection from Seizure) Act 2022,https://bills.parliament.uk/bills/2906/publications,https://www.legislation.gov.uk/ukpga/2022/24
58,2,2019-24,2021-22,Ballot,Pension Schemes (Conversion of Guaranteed Minimum Pensions) Bill 2021-22,Margaret Ferrier,"Ferrier, Margaret",4386,Independent,[z],Rutherglen and Hamilton West,Pension Schemes (Conversion of Guaranteed Minimum Pensions) Act 2022,https://bills.parliament.uk/bills/2907/publications,https://www.legislation.gov.uk/ukpga/2022/33
58,2,2019-24,2021-22,Ballot,Glue Traps (Offences) Bill 2021-22,Jane Stevenson,"Stevenson, Jane",4750,Conservative,[z],Wolverhampton North East,Glue Traps (Offences) Act 2022,https://bills.parliament.uk/bills/2909/publications,https://www.legislation.gov.uk/ukpga/2022/26
58,2,2019-24,2021-22,Ballot,Local Government (Disqualification) Bill 2021-22,Paul Beresford,"Beresford, Paul",103,Conservative,[z],Mole Valley,Local Government (Disqualification) Act 2022,https://bills.parliament.uk/bills/2911/publications,https://www.legislation.gov.uk/ukpga/2022/17
58,2,2019-24,2021-22,Ballot,Taxis and Private Hire Vehicles (Disabled Persons) Bill 2021-22,Jeremy Wright,"Wright, Jeremy",1560,Conservative,[z],Kenilworth and Southam,Taxis and Private Hire Vehicles (Disabled Persons) Act 2022,https://bills.parliament.uk/bills/2912/publications,https://www.legislation.gov.uk/ukpga/2022/29
58,2,2019-24,2021-22,Ballot,Animals (Penalty Notices) Bill 2021-22,Andrew Rosindell,"Rosindell, Andrew",1447,Conservative,[z],Romford,Animals (Penalty Notices) Act 2022,https://bills.parliament.uk/bills/2914/publications,https://www.legislation.gov.uk/ukpga/2022/19
58,2,2019-24,2021-22,Ballot,British Sign Language Bill 2021-22,Rosie Cooper,"Cooper, Rosie",1538,Labour,[z],West Lancashire,British Sign Language Act 2022,https://bills.parliament.uk/bills/2915/publications,https://www.legislation.gov.uk/ukpga/2022/34
58,2,2019-24,2021-22,Presentation,Motor Vehicles (Compulsory Insurance) Bill 2021-22,Peter Bone,"Bone, Peter",1581,Conservative,[z],Wellingborough,Motor Vehicles (Compulsory Insurance) Act 2022,https://bills.parliament.uk/bills/2965/publications,https://www.legislation.gov.uk/ukpga/2022/25
58,2,2019-24,2021-22,Presentation,Approved Premises (Substance Testing) Bill 2021-22,Rob Butler,"Butler, Rob",4745,Conservative,[z],Aylesbury,Approved Premises (Substance Testing) Act 2022,https://bills.parliament.uk/bills/2923/publications,https://www.legislation.gov.uk/ukpga/2022/27
58,3,2019-24,2022-23,Lords,Ballot Secrecy Bill (HL) 2022-23,Lord Hayward,"Hayward, L.",863,Conservative,[z],[z],Ballot Secrecy Act 2023,https://bills.parliament.uk/bills/3172/publications,https://www.legislation.gov.uk/ukpga/2023/18
58,3,2019-24,2022-23,Ballot,Carer's Leave Bill 2022-23,Wendy Chamberlain,"Chamberlain, Wendy",4765,Liberal Democrat,[z],North East Fife,Carer's Leave Act 2023,https://bills.parliament.uk/bills/3199/publications,https://www.legislation.gov.uk/ukpga/2023/18
58,3,2019-24,2022-23,Ballot,Electricity and Gas Transmission (Compensation) Bill 2022-23,Liam Fox,"Fox, Liam",223,Conservative,[z],North Somerset,Electricity Transmission (Compensation) Act 2023,https://bills.parliament.uk/bills/3194/publications,https://www.legislation.gov.uk/ukpga/2023/19
58,3,2019-24,2022-23,Ballot,Employment (Allocation of Tips) Bill 2022-23,Victoria Crosbie,"Crosbie, Victoria",4859,Conservative,[z],Ynys Môn ,Employment (Allocation of Tips) Act 2023,https://bills.parliament.uk/bills/3197/publications,https://www.legislation.gov.uk/ukpga/2023/13
58,3,2019-24,2022-23,Presentation,Mobile Homes (Pitch Fees) Bill 2022-23,Christopher Chope,"Chope, Christopher",242,Conservative,[z],Christchurch,Mobile Homes (Pitch Fees) Act 2023,https://bills.parliament.uk/bills/3268/publications,https://www.legislation.gov.uk/ukpga/2023/11
58,3,2019-24,2022-23,Ballot,Neonatal Care (Leave and Pay) Bill 2022-23,Stuart C McDonald,"McDonald, Stuart C.",4393,Scottish National Party,[z],"Cumbernauld, Kilsyth and Kirkintilloch East",Neonatal Care (Leave and Pay) Act 2023,https://bills.parliament.uk/bills/3190/publications,https://www.legislation.gov.uk/ukpga/2023/14
58,3,2019-24,2022-23,Presentation,Pensions Dashboards (Prohibition of Indemnification) Bill 2022-23,Mary Robinson,"Robinson, Mary",4406,Conservative,[z],Cheadle,Pensions Dashboards (Prohibition of Indemnification) Act 2023,https://bills.parliament.uk/bills/3215/publications,https://www.legislation.gov.uk/ukpga/2023/14
58,3,2019-24,2022-23,Ballot,Protection from Redundancy (Pregnancy and Family Leave) Bill 2022-23,Dan Jarvis,"Jarvis, Dan",4243,Labour,[z],Barnsley Central,Protection from Redundancy (Pregnancy and Family Leave) Act 2023,https://bills.parliament.uk/bills/3191/publications,https://www.legislation.gov.uk/ukpga/2023/17
58,3,2019-24,2022-23,Ballot,Shark Fins Bill 2022-23,Christina Rees,"Rees, Christina",4525,Labour,Co-operative Party,Neath,Shark Fins Act 2023,https://bills.parliament.uk/bills/3207/publications,https://www.legislation.gov.uk/ukpga/2023/22
58,3,2019-24,2022-23,Ballot,"Co-operatives, Mutuals and Friendly Societies Bill 2022-23",Mark Hendrick,"Hendrick, Mark",473,Labour,Co-operative Party,Preston,"Co-operatives, Mutuals and Friendly Societies Act 2023",https://bills.parliament.uk/bills/3193/publications,https://www.legislation.gov.uk/ukpga/2023/23
58,3,2019-24,2022-23,Ballot,Employment Relations (Flexible Working) Bill 2022-23,Yasmin Qureshi,"Qureshi, Yasmin",3924,Labour  ,[z],Bolton South East,Employment Relations (Flexible Working) Act 2023,https://bills.parliament.uk/bills/3198/publications,https://www.legislation.gov.uk/ukpga/2023/33
58,3,2019-24,2022-23,Ballot,Child Support Collection (Domestic Abuse) Bill 2022-23,Sally-Ann Hart,"Hart, Sally",4842,Conservative,[z],Hastings and Rye,Child Support Collection (Domestic Abuse) Act 2023,https://bills.parliament.uk/bills/3209/publications,https://www.legislation.gov.uk/ukpga/2023/24
58,3,2019-24,2022-23,Ballot,Supported Housing (Regulatory Oversight) Bill 2022-23,Bob Blackman ,"Blackman, Bob",4005,Conservative,[z],Harrow East,Supported Housing (Regulatory Oversight) Act 2023,https://bills.parliament.uk/bills/3195/publications,https://www.legislation.gov.uk/ukpga/2023/26
58,3,2019-24,2022-23,Ballot,Equipment Theft (Prevention) Bill 2022-23,Greg Smith,"Smith, Greg",4778,Conservative,[z],Buckingham,Equipment Theft (Prevention) Act 2023,https://bills.parliament.uk/bills/3192/publications,https://www.legislation.gov.uk/ukpga/2023/34
58,3,2019-24,2022-23,Ballot,Offenders (Day of Release from Detention) Bill 2022-23,Simon Fell,"Fell, Simon",4744,Conservative,[z],Barrow and Furness,Offenders (Day of Release from Detention) Act 2023,https://bills.parliament.uk/bills/3200/publications,https://www.legislation.gov.uk/ukpga/2023/25
58,3,2019-24,2022-23,Ballot,Child Support (Enforcement) Bill 2022-23,Siobhan Baillie,"Baillie, Siobhan",4847,Conservative,[z],Stroud,Child Support (Enforcement) Act 2023,https://bills.parliament.uk/bills/3203/publications,https://www.legislation.gov.uk/ukpga/2023/35
58,3,2019-24,2022-23,Ballot,Powers of Attorney Bill 2022-23,Stephen Metcalfe,"Metcalfe, Stephen",4092,Conservative,[z],South Basildon and East Thurrock,Powers of Attorney Act 2023,https://bills.parliament.uk/bills/3210/publications,https://www.legislation.gov.uk/ukpga/2023/42
58,3,2019-24,2022-23,Ballot,Animals (Low-welfare Activities Abroad) Bill 2022-23,Angela Richardson,"Richardson, Angela",4840,Conservative,[z],Guildford,Animals (Low-welfare Activities Abroad) Act 2023,https://bills.parliament.uk/bills/3223/publications,https://www.legislation.gov.uk/ukpga/2023/45
58,3,2019-24,2022-23,Presentation,Workers (Predictable Terms and Conditions) Bill 2022-23,Scott Benton,"Benton, Scott",4793,Conservative,[z], Blackpool South,Workers (Predictable Terms and Conditions) Act 2023,https://bills.parliament.uk/bills/3237/publications,https://www.legislation.gov.uk/ukpga/2023/46
58,3,2019-24,2022-23,Presentation,Veterans Advisory and Pensions Committee Bill 2022-23,Robin Millar,"Millar, Robin",4746,Conservative,[z], Aberconwy,Veterans Advisory and Pensions Committees Act 2023,https://bills.parliament.uk/bills/3214/publications,https://www.legislation.gov.uk/ukpga/2023/48
58,3,2019-24,2022-23,Presentation,Pensions (Extension of Automatic Enrolment) (No. 2) Bill 2022-23,Jonathan Gullis,"Gullis, Jonathan",4814,Conservative,[z],Stoke-on-Trent North,Pensions (Extension of Automatic Enrolment) Act 2023,https://bills.parliament.uk/bills/3422/publications,https://www.legislation.gov.uk/ukpga/2023/44
58,3,2019-24,2022-23,Presentation,Firearms Bill 2022-23,Shaun Bailey,"Bailey, Shaun",4757,Conservative,[z],West Bromwich West,Firearms Act 2023,https://bills.parliament.uk/bills/3216/publications,https://www.legislation.gov.uk/ukpga/2023/49
58,3,2019-24,2022-23,Ballot,Protection from Sex-based Harassment in Public Bill 2022-23,Greg Clark,"Clark, Greg",1578,Conservative,[z],Tunbridge Wells,Protection from Sex-based Harassment in Public Act 2023,https://bills.parliament.uk/bills/3196/publications,https://www.legislation.gov.uk/ukpga/2023/47
58,3,2019-24,2022-23,Ballot,Worker Protection (Amendment of Equality Act 2010) Bill 2022-23 ,Wera Hobhouse,"Hobhouse, Wera",4602,Liberal Democrat,[z],Bath,Worker Protection (Amendment of Equality Act 2010) Act 2023,https://bills.parliament.uk/bills/3205/publications,https://www.legislation.gov.uk/ukpga/2023/51
58,4,2019-24,2023-24,Ballot,British Citizenship (Northern Ireland) Bill 2023-24,Gavin Robinson,"Robinson, Gavin",4360,Democratic Unionist Party,[z],Belfast East,British Nationality (Irish Citizens) Act 2024,https://bills.parliament.uk/bills/3558/publications,https://www.legislation.gov.uk/ukpga/2024/19
58,4,2019-24,2023-24,Ballot,Building Societies Act 1986 (Amendment) Bill 2023-24,Julie Elliott,"Elliott, Julie",4127,Labour,[z],Sunderland Central,Building Societies Act 1986 (Amendment) Act 2024,https://bills.parliament.uk/bills/3541/publications,https://www.legislation.gov.uk/ukpga/2024/18
58,4,2019-24,2023-24,Ballot,Shared Parental Leave and Pay (Bereavement) Bill 2023-24,Chris Elmore,"Elmore, Chris",4572,Labour,[z],Ogmore,Paternity Leave (Bereavement) Act 2024,https://bills.parliament.uk/bills/3542/publications,https://www.legislation.gov.uk/ukpga/2024/17
58,4,2019-24,2023-24,Ballot,Pet Abduction Bill 2023-24,Anna Firth,"Firth, Anna",4936,Conservative,[z],Southend West,Pet Abduction Act 2024,https://bills.parliament.uk/bills/3549/publications,https://www.legislation.gov.uk/ukpga/2024/16
